name,url,address,airport,distance,unit,rating,lat,long
Le Meridien Etoile,https://www.tripadvisor.com/Hotel_Review-g187147-d228818-Reviews-Le_Meridien_Etoile-Paris_Ile_de_France.html,"81 Boulevard Gouvion Saint-Cyr 75848 Cedex 17, 75017 Paris France",Orly Field,11,mi,4.0,48.8795157,2.2849628
Hotel Phenix,https://www.tripadvisor.com/Hotel_Review-g187147-d650169-Reviews-Hotel_Phenix-Paris_Ile_de_France.html,"5 rue du General Lanrezac, 75017 Paris France",Orly Field,11,mi,2.0,48.8761637,2.2938319
Hotel Garance,https://www.tripadvisor.com/Hotel_Review-g187147-d303032-Reviews-Hotel_Garance-Paris_Ile_de_France.html,"18 avenue des Gobelins 5th Arr., 75005 Paris France",Orly Field,8,mi,3.0,48.837413,2.351115
Hotel Riviera Elysees,https://www.tripadvisor.com/Hotel_Review-g187147-d1104764-Reviews-Hotel_Riviera_Elysees-Paris_Ile_de_France.html,"55 Rue des Acacias, 75017 Paris France",Orly Field,11,mi,3.0,48.8782765,2.2939783
Hotel Terminus Montparnasse,https://www.tripadvisor.com/Hotel_Review-g187147-d236534-Reviews-Hotel_Terminus_Montparnasse-Paris_Ile_de_France.html,"59 boulevard du Montparnasse, 75006 Paris France",Orly Field,8,mi,3.0,48.8442767,2.3232994
Hotel Americain,https://www.tripadvisor.com/Hotel_Review-g187147-d264540-Reviews-Hotel_Americain-Paris_Ile_de_France.html,"72 rue Charlot 03 Arr., 75003 Paris France",Orly Field,9,mi,2.0,48.860739,2.359927
Eiffel Rive Gauche,https://www.tripadvisor.com/Hotel_Review-g187147-d233731-Reviews-Eiffel_Rive_Gauche-Paris_Ile_de_France.html,"6 rue du Gros Caillou 07 Arr., 75007 Paris France",Orly Field,9,mi,3.0,48.85725,2.302609
Hotel d'Amiens,https://www.tripadvisor.com/Hotel_Review-g187147-d232538-Reviews-Hotel_d_Amiens-Paris_Ile_de_France.html,"11 Rue des 2 Gares, 75010 Paris France",Orly Field,10,mi,2.0,48.818569,2.466499
Le Rendez-Vous des Amis,https://www.tripadvisor.com/Hotel_Review-g187147-d272409-Reviews-Le_Rendez_Vous_des_Amis-Paris_Ile_de_France.html,"23 rue Gabrielle, 75018 Paris France",Orly Field,11,mi,4.0,48.8857533,2.3405247
Hotel Acacia,https://www.tripadvisor.com/Hotel_Review-g187147-d649867-Reviews-Hotel_Acacia-Paris_Ile_de_France.html,"30 B avenue Parmentier 11 Arr., 75011 Paris France",Orly Field,9,mi,1.0,48.859668,2.378865
Patio Brancion,https://www.tripadvisor.com/Hotel_Review-g187147-d284204-Reviews-Patio_Brancion-Paris_Ile_de_France.html,"35 boulevard Edgar Quinet Malakoff, 75014 Paris France",Orly Field,8,mi,2.0,48.8405947,2.3269104
Villa Eiffel Mademoiselle,https://www.tripadvisor.com/Hotel_Review-g187147-d16875148-Reviews-Villa_Eiffel_Mademoiselle-Paris_Ile_de_France.html,"35 rue Mademoiselle, 75015 Paris France",Orly Field,9,mi,4.0,48.8437139,2.2968574
Hotel Pavillon de Montmartre,https://www.tripadvisor.com/Hotel_Review-g187147-d264553-Reviews-Hotel_Pavillon_de_Montmartre-Paris_Ile_de_France.html,"5 rue Aristide Bruant 18th Arr., 75018 Paris France",Orly Field,11,mi,3.0,48.885389,2.335149
Hotel Ambre,https://www.tripadvisor.com/Hotel_Review-g187147-d3345892-Reviews-Hotel_Ambre-Paris_Ile_de_France.html,"175 T rue de Tolbiac, 75013 Paris France",Orly Field,7,mi,3.0,48.825867,2.353198
Amhotel Italie,https://www.tripadvisor.com/Hotel_Review-g187147-d613104-Reviews-Amhotel_Italie-Paris_Ile_de_France.html,"96 avenue de Choisy 13 Arr., 75013 Paris France",Orly Field,7,mi,2.0,48.825008,2.361019
Hotel l'Amiral,https://www.tripadvisor.com/Hotel_Review-g187147-d529614-Reviews-Hotel_l_Amiral-Paris_Ile_de_France.html,"90 rue de l Amiral Roussin, 75015 Paris France",Orly Field,8,mi,2.0,48.841309,2.300994
Boutique Hotel de la Place des Vosges,https://www.tripadvisor.com/Hotel_Review-g187147-d195455-Reviews-Boutique_Hotel_de_la_Place_des_Vosges-Paris_Ile_de_France.html,"12 rue de Birague, 75004 Paris France",Orly Field,9,mi,2.0,48.8544314,2.3651545
Le Myosotis,https://www.tripadvisor.com/Hotel_Review-g187147-d1833352-Reviews-Le_Myosotis-Paris_Ile_de_France.html,"37 rue de l Aude, 75014 Paris France",Orly Field,7,mi,2.0,48.8267751,2.3324481
Residence le St. Germain,https://www.tripadvisor.com/Hotel_Review-g187147-d567403-Reviews-Residence_le_St_Germain-Paris_Ile_de_France.html,"16 rue Boutebrie, 75005 Paris France",Orly Field,9,mi,3.5,48.8512931,2.3444989
Hotel Habituel,https://www.tripadvisor.com/Hotel_Review-g187147-d1509146-Reviews-Hotel_Habituel-Paris_Ile_de_France.html,"168 rue du Faubourg Saint Denis, 75010 Paris France",Orly Field,11,mi,2.0,48.8825835,2.3497445
Hotel du Romancier,https://www.tripadvisor.com/Hotel_Review-g187147-d5324708-Reviews-Hotel_du_Romancier-Paris_Ile_de_France.html,"6 B rue Chateaubriand Champs-Elysees, 75008 Paris France",Orly Field,10,mi,4.0,48.8733655,2.3012707
Hotel Nude Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d232546-Reviews-Hotel_Nude_Paris-Paris_Ile_de_France.html,"155 boulevard du Montparnasse, 75006 Paris France",Orly Field,8,mi,4.0,48.8405848,2.3344813
Reims Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d2036374-Reviews-Reims_Hotel-Paris_Ile_de_France.html,"32 rue d Aubervilliers, 75019 Paris France",Orly Field,11,mi,2.0,48.8775211,2.3737841
Cour des Vosges Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d19316577-Reviews-Cour_des_Vosges_Paris-Paris_Ile_de_France.html,"19 Place des Vosges Paris 4, 75004 Paris France",Orly Field,9,mi,5.0,48.856221,2.364705
Hotel Elysees Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d207659-Reviews-Hotel_Elysees_Paris-Paris_Ile_de_France.html,"1 Rue Brey, 75017 Paris France",Orly Field,11,mi,3.0,48.875966,2.296297
Hotel Arian,https://www.tripadvisor.com/Hotel_Review-g187147-d649874-Reviews-Hotel_Arian-Paris_Ile_de_France.html,"102 avenue de Choisy 13 Arr., 75013 Paris France",Orly Field,7,mi,3.0,48.825222,2.360846
Hotel Le Malown,https://www.tripadvisor.com/Hotel_Review-g187147-d506895-Reviews-Hotel_Le_Malown-Paris_Ile_de_France.html,"12 rue Greffulhe 8th Arr., 75008 Paris France",Orly Field,10,mi,3.0,48.873029,2.325412
Hotel Royal Opera,https://www.tripadvisor.com/Hotel_Review-g187147-d248387-Reviews-Hotel_Royal_Opera-Paris_Ile_de_France.html,"5 rue de Castellane, 75008 Paris France",Orly Field,10,mi,3.0,48.8722096,2.3252318
Hilton Garden Inn Paris La Villette,https://www.tripadvisor.com/Hotel_Review-g187147-d25182754-Reviews-Hilton_Garden_Inn_Paris_La_Villette-Paris_Ile_de_France.html,"27 quai de la Gironde, 75019 Paris France",Charles De Gaulle Airport,11,mi,3.0,48.8961976,2.3827966
Berkeley Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d529903-Reviews-Berkeley_Hotel-Paris_Ile_de_France.html,"2 rue d Odessa 14th Arr., 75014 Paris France",Orly Field,8,mi,3.0,48.831117,2.323872
Hotel du Mont Blanc,https://www.tripadvisor.com/Hotel_Review-g187147-d599123-Reviews-Hotel_du_Mont_Blanc-Paris_Ile_de_France.html,"28 rue de la Huchette, 75005 Paris France",Orly Field,9,mi,2.0,48.8531886,2.3450324
Abricotel Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d232543-Reviews-Abricotel_Hotel-Paris_Ile_de_France.html,"15 rue Lally Tollendal 19th Arr., 75019 Paris France",Orly Field,11,mi,2.0,48.883247,2.373742
Hotel Saint-Roch,https://www.tripadvisor.com/Hotel_Review-g187147-d236513-Reviews-Hotel_Saint_Roch-Paris_Ile_de_France.html,"25 rue Saint Roch, 75001 Paris France",Orly Field,10,mi,2.0,48.8657448,2.3324155
Hotel Avenir Jonquiere,https://www.tripadvisor.com/Hotel_Review-g187147-d649879-Reviews-Hotel_Avenir_Jonquiere-Paris_Ile_de_France.html,"23 rue de la Jonquiere 17 Arr., 75017 Paris France",Orly Field,12,mi,1.0,48.893458,2.325088
Hotel de l'Alma,https://www.tripadvisor.com/Hotel_Review-g187147-d501903-Reviews-Hotel_de_l_Alma-Paris_Ile_de_France.html,"32 rue de l Exposition, 75007 Paris France",Orly Field,9,mi,3.0,48.8569773,2.3033575
Hotel de la Tulipe Tour Eiffel,https://www.tripadvisor.com/Hotel_Review-g187147-d236554-Reviews-Hotel_de_la_Tulipe_Tour_Eiffel-Paris_Ile_de_France.html,"33 rue Malar 07 Arr., 75007 Paris France",Orly Field,10,mi,3.0,48.85997,2.306136
Hippodrome Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d232548-Reviews-Hippodrome_Hotel-Paris_Ile_de_France.html,"7 rue Forest 18 Arr., 75018 Paris France",Orly Field,11,mi,2.0,48.885554,2.329329
Hotel Pershing Hall,https://www.tripadvisor.com/Hotel_Review-g187147-d233740-Reviews-Hotel_Pershing_Hall-Paris_Ile_de_France.html,"49 rue Pierre Charron 8th Arr., 75008 Paris France",Orly Field,10,mi,4.5,48.869091,2.30223
Hotel Baudin,https://www.tripadvisor.com/Hotel_Review-g187147-d619376-Reviews-Hotel_Baudin-Paris_Ile_de_France.html,"113 avenue Ledru Rollin 11 Arr., 75011 Paris France",Orly Field,9,mi,2.0,48.8530882,2.3770159
Hotel 33 Marbeuf,https://www.tripadvisor.com/Hotel_Review-g187147-d3372742-Reviews-Hotel_33_Marbeuf-Paris_Ile_de_France.html,"33 rue Marbeuf, 75008 Paris France",Orly Field,10,mi,4.0,48.8694136,2.304841
Residence Inn by Marriott Paris Didot Montparnasse,https://www.tripadvisor.com/Hotel_Review-g187147-d197615-Reviews-Residence_Inn_by_Marriott_Paris_Didot_Montparnasse-Paris_Ile_de_France.html,"94 rue Didot, 75014 Paris France",Orly Field,7,mi,3.0,48.8280046,2.3153839
Hotel Charing Cross,https://www.tripadvisor.com/Hotel_Review-g187147-d307776-Reviews-Hotel_Charing_Cross-Paris_Ile_de_France.html,"39 rue Pasquier 08 Arr., 75008 Paris France",Orly Field,10,mi,3.0,48.871669,2.32326
Hotel Auguste,https://www.tripadvisor.com/Hotel_Review-g187147-d650189-Reviews-Hotel_Auguste-Paris_Ile_de_France.html,"25 rue Alain Chartier, 75015 Paris France",Orly Field,8,mi,3.0,48.8378341,2.2961788
Hotel La Louisiane,https://www.tripadvisor.com/Hotel_Review-g187147-d634777-Reviews-Hotel_La_Louisiane-Paris_Ile_de_France.html,"60 rue de Seine 6th Arr., 75006 Paris France",Orly Field,9,mi,2.0,48.853591,2.336869
Hotel Metropolitain,https://www.tripadvisor.com/Hotel_Review-g187147-d2632364-Reviews-Hotel_Metropolitain-Paris_Ile_de_France.html,"158 rue Oberkampf, 75011 Paris France",Orly Field,10,mi,4.0,48.8667622,2.3822209
Hotel Gay-Lussac,https://www.tripadvisor.com/Hotel_Review-g187147-d628035-Reviews-Hotel_Gay_Lussac-Paris_Ile_de_France.html,"29 rue Gay Lussac, 75005 Paris France",Orly Field,8,mi,2.5,48.8442187,2.3422343
Hotel Selva Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d8355958-Reviews-Hotel_Selva_Paris-Paris_Ile_de_France.html,"129 rue de Charonne, 75011 Paris France",Orly Field,9,mi,2.0,48.8550159,2.3864656
Montmartre Clignancourt,https://www.tripadvisor.com/Hotel_Review-g187147-d1113821-Reviews-Montmartre_Clignancourt-Paris_Ile_de_France.html,"4 rue de Clignancourt, 75018 Paris France",Orly Field,11,mi,1.0,48.8839698,2.347156
Hotel Paris Gambetta,https://www.tripadvisor.com/Hotel_Review-g187147-d650173-Reviews-Hotel_Paris_Gambetta-Paris_Ile_de_France.html,"12 avenue du Pere Lachaise 20th Arr., 75020 Paris France",Orly Field,10,mi,3.0,48.864105,2.397955
Les Degres de Notre Dame,https://www.tripadvisor.com/Hotel_Review-g187147-d239649-Reviews-Les_Degres_de_Notre_Dame-Paris_Ile_de_France.html,"10 rue des Grands Degres, 75005 Paris France",Orly Field,9,mi,3.5,48.8514003,2.3495467
Hotel les Hauts de Passy,https://www.tripadvisor.com/Hotel_Review-g187147-d197464-Reviews-Hotel_les_Hauts_de_Passy-Paris_Ile_de_France.html,"37 rue de l Annonciation, 75016 Paris France",Orly Field,10,mi,3.0,48.8572292,2.2783366
easyHotel Paris Nord Aubervilliers,https://www.tripadvisor.com/Hotel_Review-g187147-d25365365-Reviews-EasyHotel_Paris_Nord_Aubervilliers-Paris_Ile_de_France.html,"35 Rue Des Gardinoux, 93300 Paris France",Charles De Gaulle Airport,11,mi,2.0,48.906526,2.370556
Ibis Paris Opera la Fayette,https://www.tripadvisor.com/Hotel_Review-g187147-d228793-Reviews-Ibis_Paris_Opera_la_Fayette-Paris_Ile_de_France.html,"19 rue Buffault, 75009 Paris France",Orly Field,10,mi,3.0,48.8759868,2.3420742
Aparthotel Adagio Paris Centre Tour Eiffel,https://www.tripadvisor.com/Hotel_Review-g187147-d197664-Reviews-Aparthotel_Adagio_Paris_Centre_Tour_Eiffel-Paris_Ile_de_France.html,"14 rue du Theatre, 75015 Paris France",Orly Field,9,mi,4.0,48.8499587,2.2851697
Hotel Regence Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d233742-Reviews-Hotel_Regence_Paris-Paris_Ile_de_France.html,"33 rue de Saint Petersbourg, 75008 Paris France",Orly Field,11,mi,3.0,48.8821357,2.3258017
Hotel Mirabeau Eiffel,https://www.tripadvisor.com/Hotel_Review-g187147-d6028531-Reviews-Hotel_Mirabeau_Eiffel-Paris_Ile_de_France.html,"35 rue Sebastien Mercier, 75015 Paris France",Orly Field,9,mi,3.0,48.8440604,2.2796742
Hotel du Vieux Marais,https://www.tripadvisor.com/Hotel_Review-g187147-d235629-Reviews-Hotel_du_Vieux_Marais-Paris_Ile_de_France.html,"8 rue du Platre, 75004 Paris France",Orly Field,9,mi,3.0,48.859099,2.355407
Tonic Hotel Louvre,https://www.tripadvisor.com/Hotel_Review-g187147-d233800-Reviews-Tonic_Hotel_Louvre-Paris_Ile_de_France.html,"12 rue du Roule, 75001 Paris France",Orly Field,9,mi,3.0,48.8606316,2.3437732
Hotel Amiral Fondary,https://www.tripadvisor.com/Hotel_Review-g187147-d236449-Reviews-Hotel_Amiral_Fondary-Paris_Ile_de_France.html,"30 rue Fondary 15 Arr., 75015 Paris France",Orly Field,9,mi,3.0,48.846524,2.296942
Hotel Aviatic,https://www.tripadvisor.com/Hotel_Review-g187147-d557015-Reviews-Hotel_Aviatic-Paris_Ile_de_France.html,"10 rue Brezin, 75014 Paris France",Orly Field,7,mi,2.0,48.8311091,2.3284514
Lennon Hotel Paris Gare du Nord,https://www.tripadvisor.com/Hotel_Review-g187147-d24069173-Reviews-Lennon_Hotel_Paris_Gare_du_Nord-Paris_Ile_de_France.html,"129 B boulevard de Magenta, 75010 Paris France",Orly Field,11,mi,4.0,48.8808946,2.3516887
Hotel la Perle Montparnasse,https://www.tripadvisor.com/Hotel_Review-g187147-d7608323-Reviews-Hotel_la_Perle_Montparnasse-Paris_Ile_de_France.html,"3 rue Maison Dieu, 75014 Paris France",Orly Field,8,mi,2.0,48.8358785,2.322171
Victoires Opera Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d198095-Reviews-Victoires_Opera_Hotel-Paris_Ile_de_France.html,"56 rue Montorgueil, 75002 Paris France",Orly Field,10,mi,4.0,48.8649129,2.3469105
Hotel du Puy de Dome,https://www.tripadvisor.com/Hotel_Review-g187147-d650063-Reviews-Hotel_du_Puy_de_Dome-Paris_Ile_de_France.html,"180 rue Ordener, 75018 Paris France",Orly Field,12,mi,1.0,48.8940765,2.3337921
Hotel Beaunier,https://www.tripadvisor.com/Hotel_Review-g187147-d197619-Reviews-Hotel_Beaunier-Paris_Ile_de_France.html,"31 rue Beaunier 14 Arr., 75014 Paris France",Orly Field,7,mi,2.0,48.824721,2.326294
First Hotel Paris Tour Eiffel,https://www.tripadvisor.com/Hotel_Review-g187147-d23446361-Reviews-First_Hotel_Paris_Tour_Eiffel-Paris_Ile_de_France.html,"2 Bd Garibaldi, 75015 Paris France",Orly Field,9,mi,4.5,48.8475239,2.30223
Hotel du Parc,https://www.tripadvisor.com/Hotel_Review-g187147-d269119-Reviews-Hotel_du_Parc-Paris_Ile_de_France.html,"6 rue Jolivet, 75014 Paris France",Orly Field,8,mi,3.0,48.840827,2.3238949
Hotel du Midi Gare de Lyon,https://www.tripadvisor.com/Hotel_Review-g187147-d1777134-Reviews-Hotel_du_Midi_Gare_de_Lyon-Paris_Ile_de_France.html,"33 rue Traversiere, 75012 Paris France",Orly Field,8,mi,2.0,48.8472741,2.3727551
Hotel Daval,https://www.tripadvisor.com/Hotel_Review-g187147-d263656-Reviews-Hotel_Daval-Paris_Ile_de_France.html,"21 rue Daval 11 Arr., 75011 Paris France",Orly Field,9,mi,2.0,48.854656,2.371133
Le Katorze Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d21505479-Reviews-Le_Katorze_Hotel-Paris_Ile_de_France.html,"14 rue du Docteur Heulin, 75017 Paris France",Orly Field,11,mi,3.0,48.8900208,2.3232716
Hotel Le Cantal,https://www.tripadvisor.com/Hotel_Review-g187147-d6548523-Reviews-Hotel_Le_Cantal-Paris_Ile_de_France.html,"26 boulevard de Charonne, 75020 Paris France",Orly Field,9,mi,3.5,48.8499478,2.3991853
New Hotel Gare Du Nord,https://www.tripadvisor.com/Hotel_Review-g187147-d242958-Reviews-New_Hotel_Gare_Du_Nord-Paris_Ile_de_France.html,"40 rue de Saint Quentin, 75010 Paris France",Orly Field,11,mi,2.0,48.879539,2.3560233
Ile de France Opera Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d232536-Reviews-Ile_de_France_Opera_Hotel-Paris_Ile_de_France.html,"26 rue Saint Augustin 2nd Arr., 75002 Paris France",Orly Field,10,mi,3.0,48.868935,2.334714
Hotel Monnier,https://www.tripadvisor.com/Hotel_Review-g187147-d635418-Reviews-Hotel_Monnier-Paris_Ile_de_France.html,"14 rue Henry Monnier 9th Arr., 75009 Paris France",Orly Field,11,mi,4.0,48.879811,2.33734
Pratic Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d565827-Reviews-Pratic_Hotel-Paris_Ile_de_France.html,"9 Rue Dormesson, 75004 Paris France",Orly Field,9,mi,2.0,48.855261,2.362486
Deskopolitan House,https://www.tripadvisor.com/Hotel_Review-g187147-d18314818-Reviews-Deskopolitan_House-Paris_Ile_de_France.html,"226 boulevard Voltaire, 75011 Paris France",Orly Field,9,mi,4.5,48.8527623,2.3882706
Maison Villeroy,https://www.tripadvisor.com/Hotel_Review-g187147-d17854077-Reviews-Maison_Villeroy-Paris_Ile_de_France.html,"33 rue Jean Goujon, 75008 Paris France",Orly Field,10,mi,5.0,48.8653431,2.3048038
Elysees Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d665208-Reviews-Elysees_Hotel-Paris_Ile_de_France.html,"100 Rue la Boétie, 75008 Paris France",Orly Field,10,mi,3.0,48.8720397,2.3086642
Parc Hotel Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d529920-Reviews-Parc_Hotel_Paris-Paris_Ile_de_France.html,"60 rue Beaunier, 75014 Paris France",Orly Field,7,mi,2.0,48.8246663,2.3268123
Hotel Oasis Montparnasse,https://www.tripadvisor.com/Hotel_Review-g187147-d4002081-Reviews-Hotel_Oasis_Montparnasse-Paris_Ile_de_France.html,"81 Rue Raymond Losserand, 75014 Paris France",Orly Field,8,mi,2.0,48.8337423,2.317866
Disney's Hotel New York - The Art of Marvel,https://www.tripadvisor.com/Hotel_Review-g187147-d25278876-Reviews-Disney_s_Hotel_New_York_The_Art_of_Marvel-Paris_Ile_de_France.html,"Avenue René Goscinny, 77700 Paris France",Charles De Gaulle Airport,14,mi,4.0,48.8720115,2.7862585
Solly Hotel Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d228719-Reviews-Solly_Hotel_Paris-Paris_Ile_de_France.html,"4 Rue Salomon de Caus, 75003 Paris France",Orly Field,10,mi,4.0,48.8674997,2.3539914
ibis Paris Tour Eiffel Cambronne 15eme,https://www.tripadvisor.com/Hotel_Review-g187147-d197674-Reviews-Ibis_Paris_Tour_Eiffel_Cambronne_15eme-Paris_Ile_de_France.html,"2, Rue Cambronne 15th Arr., 75015 Paris France",Orly Field,9,mi,3.0,48.847411,2.301335
Mode Paris Aparthotel,https://www.tripadvisor.com/Hotel_Review-g187147-d25556911-Reviews-Mode_Paris_Aparthotel-Paris_Ile_de_France.html,"4 - 6 Rue Leroux, 75016 Paris France",Orly Field,11,mi,4.0,48.8707458,2.2876206
Timhotel Nation,https://www.tripadvisor.com/Hotel_Review-g187147-d228734-Reviews-Timhotel_Nation-Paris_Ile_de_France.html,"5-7 rue d'Avron, 75020 Paris France",Orly Field,9,mi,3.0,48.8515323,2.3989998
Timhotel Paris Gare Montparnasse,https://www.tripadvisor.com/Hotel_Review-g187147-d228716-Reviews-Timhotel_Paris_Gare_Montparnasse-Paris_Ile_de_France.html,"22 rue de l Arrivee, 75015 Paris France",Orly Field,8,mi,3.0,48.8429061,2.3212317
Hotel Lucien,https://www.tripadvisor.com/Hotel_Review-g187147-d579567-Reviews-Hotel_Lucien-Paris_Ile_de_France.html,"1 rue Chenier 02 Arr., 75002 Paris France",Orly Field,10,mi,2.0,48.868936,2.351572
Hotel Sunny,https://www.tripadvisor.com/Hotel_Review-g187147-d236528-Reviews-Hotel_Sunny-Paris_Ile_de_France.html,"48 Boulevard Port Royal, 75005 Paris France",Orly Field,8,mi,2.0,48.835143,2.344865
Le Clos d'Alesia,https://www.tripadvisor.com/Hotel_Review-g187147-d649948-Reviews-Le_Clos_d_Alesia-Paris_Ile_de_France.html,"8 rue Friant, 75014 Paris France",Orly Field,7,mi,3.0,48.8261206,2.3244228
Hotel L'Adresse Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d1106880-Reviews-Hotel_L_Adresse_Paris-Paris_Ile_de_France.html,"22 rue du Debarcadere, 75017 Paris France",Orly Field,11,mi,3.5,48.8779953,2.2853308
Mercure Paris Montparnasse Pasteur,https://www.tripadvisor.com/Hotel_Review-g187147-d23284833-Reviews-Mercure_Paris_Montparnasse_Pasteur-Paris_Ile_de_France.html,"10 rue Gager Gabillot, 75015 Paris France",Orly Field,8,mi,3.5,48.8376632,2.3063498
Grand Hotel du Bel Air,https://www.tripadvisor.com/Hotel_Review-g187147-d260832-Reviews-Grand_Hotel_du_Bel_Air-Paris_Ile_de_France.html,"102 boulevard de Picpus, 75012 Paris France",Orly Field,8,mi,2.0,48.847379,2.3993685
Ibis Styles Paris Republique Le Marais Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d197652-Reviews-Ibis_Styles_Paris_Republique_Le_Marais_Hotel-Paris_Ile_de_France.html,"9 rue Leon Jouhaux, 75010 Paris France",Orly Field,10,mi,3.0,48.8691087,2.3641346
Hotel Bellan,https://www.tripadvisor.com/Hotel_Review-g187147-d1119723-Reviews-Hotel_Bellan-Paris_Ile_de_France.html,"20 rue Leopold Bellan 02 Arr., 75002 Paris France",Orly Field,10,mi,2.0,48.866426,2.346975
The Element Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d1784735-Reviews-The_Element_Hotel-Paris_Ile_de_France.html,"3 rue d'Aix, 75010 Paris France",Orly Field,10,mi,3.0,48.8699806,2.36981
Hotel Windsor Home,https://www.tripadvisor.com/Hotel_Review-g187147-d650203-Reviews-Hotel_Windsor_Home-Paris_Ile_de_France.html,"3 rue Vital, 75116 Paris France",Orly Field,10,mi,3.0,48.860485,2.2800395
Hotel des Belges,https://www.tripadvisor.com/Hotel_Review-g187147-d3646449-Reviews-Hotel_des_Belges-Paris_Ile_de_France.html,"35 B rue de Saint Quentin, 75010 Paris France",Orly Field,10,mi,3.5,48.87928,2.355671
Hotel Residence Chalgrin,https://www.tripadvisor.com/Hotel_Review-g187147-d650175-Reviews-Hotel_Residence_Chalgrin-Paris_Ile_de_France.html,"10 rue Chalgrin, 75116 Paris France",Orly Field,11,mi,2.0,48.8743938,2.2895014
Appart'City Collection Paris Grande Bibliotheque,https://www.tripadvisor.com/Hotel_Review-g187147-d1395633-Reviews-Appart_City_Collection_Paris_Grande_Bibliotheque-Paris_Ile_de_France.html,"70 avenue de France, 75013 Paris France",Orly Field,7,mi,4.0,48.827835,2.379651
Hotel Esteem Tour Eiffel,https://www.tripadvisor.com/Hotel_Review-g187147-d26335541-Reviews-Hotel_Esteem_Tour_Eiffel-Paris_Ile_de_France.html,"9 rue Ginoux, 75015 Paris France",Orly Field,9,mi,3.0,48.8480149,2.2871604
Louisa Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d230472-Reviews-Louisa_Hotel-Paris_Ile_de_France.html,"21 rue Copernic, 75116 Paris France",Orly Field,10,mi,2.0,48.8691627,2.2890261
Hotel George Washington,https://www.tripadvisor.com/Hotel_Review-g187147-d240928-Reviews-Hotel_George_Washington-Paris_Ile_de_France.html,"43 rue Washington, 75008 Paris France",Orly Field,11,mi,4.0,48.8741597,2.3044509
Hotel des Arts Cite Bergere,https://www.tripadvisor.com/Hotel_Review-g187147-d23681326-Reviews-Hotel_des_Arts_Cite_Bergere-Paris_Ile_de_France.html,"7 Cite Bergere, 75009 Paris France",Orly Field,10,mi,2.0,48.8718953,2.3445968
Hotel Gerando,https://www.tripadvisor.com/Hotel_Review-g187147-d569234-Reviews-Hotel_Gerando-Paris_Ile_de_France.html,"11 rue Gerando, 75009 Paris France",Orly Field,11,mi,2.0,48.8825665,2.3458739
Hotel Denfert Montparnasse,https://www.tripadvisor.com/Hotel_Review-g187147-d650185-Reviews-Hotel_Denfert_Montparnasse-Paris_Ile_de_France.html,"70 rue Daguerre, 75014 Paris France",Orly Field,8,mi,2.0,48.835319,2.3260652
Hotel Villa Glamour,https://www.tripadvisor.com/Hotel_Review-g187147-d650199-Reviews-Hotel_Villa_Glamour-Paris_Ile_de_France.html,"85 rue de la Pompe, 75116 Paris France",Orly Field,10,mi,3.0,48.8645621,2.2779846
Hotel le Paris Vingt,https://www.tripadvisor.com/Hotel_Review-g187147-d230532-Reviews-Hotel_le_Paris_Vingt-Paris_Ile_de_France.html,"6 rue Dupont de l Eure, 75020 Paris France",Orly Field,10,mi,2.0,48.8789527,2.3646973
Hotel Des Boulevards,https://www.tripadvisor.com/Hotel_Review-g187147-d611518-Reviews-Hotel_Des_Boulevards-Paris_Ile_de_France.html,"10 rue de la Ville Neuve 02 Arr., 75002 Paris France",Orly Field,10,mi,4.0,48.869689,2.348642
Hotel Les Chansonniers,https://www.tripadvisor.com/Hotel_Review-g187147-d312954-Reviews-Hotel_Les_Chansonniers-Paris_Ile_de_France.html,"113 boulevard de Menilmontant 11th Arr., 75011 Paris France",Orly Field,10,mi,1.0,48.865506,2.38416
Hotel Bel Air,https://www.tripadvisor.com/Hotel_Review-g187147-d3682398-Reviews-Hotel_Bel_Air-Paris_Ile_de_France.html,"6 rue de la Voute, 75012 Paris France",Orly Field,8,mi,3.0,48.8450621,2.4064294
Hoy Paris - Home of Yoga,https://www.tripadvisor.com/Hotel_Review-g187147-d19765147-Reviews-Hoy_Paris_Home_of_Yoga-Paris_Ile_de_France.html,"68 rue des Martyrs, 75009 Paris France",Orly Field,11,mi,3.0,48.8811485,2.3401281
