name,url,address,airport,distance,unit,rating,lat,long
"The Hoxton, Paris",https://www.tripadvisor.com/Hotel_Review-g187147-d12537470-Reviews-The_Hoxton_Paris-Paris_Ile_de_France.html,"30-32 Rue du Sentier, 75002 Paris France",Orly Field,10,mi,3.5,48.870201,2.346506
Pullman Paris Montparnasse Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d228799-Reviews-Pullman_Paris_Montparnasse_Hotel-Paris_Ile_de_France.html,"19 Rue Commandant René Mouchotte, 75014 Paris France",Orly Field,8,mi,4.0,48.8385501,2.3203257
Hotel des Grands Hommes,https://www.tripadvisor.com/Hotel_Review-g187147-d219988-Reviews-Hotel_des_Grands_Hommes-Paris_Ile_de_France.html,"17 Place du Pantheon, 75005 Paris France",Orly Field,8,mi,3.0,48.8457248,2.345036
Hotel Dauphine Saint Germain,https://www.tripadvisor.com/Hotel_Review-g187147-d194276-Reviews-Hotel_Dauphine_Saint_Germain-Paris_Ile_de_France.html,"36 rue Dauphine 6th Arr., 75006 Paris France",Orly Field,9,mi,3.0,48.854448,2.339018
Hotel Marceau Champs Elysees,https://www.tripadvisor.com/Hotel_Review-g187147-d233512-Reviews-Hotel_Marceau_Champs_Elysees-Paris_Ile_de_France.html,"37 avenue Marceau, 75116 Paris France",Orly Field,10,mi,3.0,48.8681424,2.2987653
Hotel de France Invalides,https://www.tripadvisor.com/Hotel_Review-g187147-d292872-Reviews-Hotel_de_France_Invalides-Paris_Ile_de_France.html,"102 boulevard de la Tour Maubourg, 75007 Paris France",Orly Field,9,mi,3.0,48.8534843,2.3093337
Shangri-La Paris Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d1959562-Reviews-Shangri_La_Paris_Hotel-Paris_Ile_de_France.html,"10, Avenue D'Lena, 75116 Paris France",Orly Field,10,mi,5.0,48.863783,2.293219
Hotel Daunou Opera,https://www.tripadvisor.com/Hotel_Review-g187147-d208099-Reviews-Hotel_Daunou_Opera-Paris_Ile_de_France.html,"6 rue Daunou, 75002 Paris France",Orly Field,10,mi,3.0,48.869342,2.3321695
Hotel Terminus Lyon,https://www.tripadvisor.com/Hotel_Review-g187147-d282205-Reviews-Hotel_Terminus_Lyon-Paris_Ile_de_France.html,"19 boulevard Diderot, 75012 Paris France",Orly Field,8,mi,3.0,48.84578,2.3717793
Hotel Left Bank Saint Germain,https://www.tripadvisor.com/Hotel_Review-g187147-d207573-Reviews-Hotel_Left_Bank_Saint_Germain-Paris_Ile_de_France.html,"9 rue de l Ancienne Comedie, 75006 Paris France",Orly Field,9,mi,3.0,48.8532071,2.3386499
Hotel de la Paix Tour Eiffel,https://www.tripadvisor.com/Hotel_Review-g187147-d268017-Reviews-Hotel_de_la_Paix_Tour_Eiffel-Paris_Ile_de_France.html,"19 rue du Gros Caillou 07 Arr., 75007 Paris France",Orly Field,9,mi,3.0,48.856804,2.303047
Hotel Keppler,https://www.tripadvisor.com/Hotel_Review-g187147-d235567-Reviews-Hotel_Keppler-Paris_Ile_de_France.html,"10 Rue Kepler, 75116 Paris France",Orly Field,10,mi,4.0,48.8698412,2.2972612
Hotel Duquesne Eiffel,https://www.tripadvisor.com/Hotel_Review-g187147-d233585-Reviews-Hotel_Duquesne_Eiffel-Paris_Ile_de_France.html,"23 Avenue Duquesne, 75007 Paris France",Orly Field,9,mi,3.0,48.8526447,2.3090021
Hotel de l'Avre,https://www.tripadvisor.com/Hotel_Review-g187147-d236543-Reviews-Hotel_de_l_Avre-Paris_Ile_de_France.html,"21 rue de l Avre 15 Arr., 75015 Paris France",Orly Field,9,mi,3.0,48.847835,2.297648
Grand Hotel Leveque,https://www.tripadvisor.com/Hotel_Review-g187147-d220006-Reviews-Grand_Hotel_Leveque-Paris_Ile_de_France.html,"29 rue Cler 7th Arr., 75007 Paris France",Orly Field,9,mi,3.0,48.857428,2.306185
Libertel Canal Saint-Martin,https://www.tripadvisor.com/Hotel_Review-g187147-d593277-Reviews-Libertel_Canal_Saint_Martin-Paris_Ile_de_France.html,"5 avenue Secretan, 75019 Paris France",Orly Field,11,mi,2.5,48.8822957,2.3710484
Hilton Paris Opera,https://www.tripadvisor.com/Hotel_Review-g187147-d207718-Reviews-Hilton_Paris_Opera-Paris_Ile_de_France.html,"108 Rue Saint-Lazare, 75008 Paris France",Orly Field,10,mi,4.0,48.87572165,2.3258962791827065
Libertel Gare du Nord Suede,https://www.tripadvisor.com/Hotel_Review-g187147-d229595-Reviews-Libertel_Gare_du_Nord_Suede-Paris_Ile_de_France.html,"106 boulevard de Magenta, 75010 Paris France",Orly Field,10,mi,2.5,48.8780017,2.3547519
Hotel des Nations St-Germain,https://www.tripadvisor.com/Hotel_Review-g187147-d229560-Reviews-Hotel_des_Nations_St_Germain-Paris_Ile_de_France.html,"54 rue Monge, 75005 Paris France",Orly Field,8,mi,3.0,48.8448008,2.3521483
Drawing Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d12100636-Reviews-Drawing_Hotel-Paris_Ile_de_France.html,"17 rue de Richelieu, 75001 Paris France",Orly Field,10,mi,4.0,48.8643701,2.3361042
Citadines Bastille Marais Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d197440-Reviews-Citadines_Bastille_Marais_Paris-Paris_Ile_de_France.html,"37 Boulevard Richard Lenoir 11th Arr., 75011 Paris France",Orly Field,9,mi,3.0,48.858186,2.370969
Hidden Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d1396456-Reviews-Hidden_Hotel-Paris_Ile_de_France.html,"28, Rue De l'Arc de Triomphe, 75017 Paris France",Orly Field,11,mi,4.0,48.8775182,2.293409
Duminy Vendome,https://www.tripadvisor.com/Hotel_Review-g187147-d229532-Reviews-Duminy_Vendome-Paris_Ile_de_France.html,"3 rue du Mont Thabor 1st Arr., 75001 Paris France",Orly Field,10,mi,4.0,48.865376,2.329409
Hotel Saint-Andre des Arts,https://www.tripadvisor.com/Hotel_Review-g187147-d239623-Reviews-Hotel_Saint_Andre_des_Arts-Paris_Ile_de_France.html,"66 rue Saint Andre des Arts, 75006 Paris France",Orly Field,9,mi,4.0,48.8536132,2.3389686
Elysia by Inwood Hotels,https://www.tripadvisor.com/Hotel_Review-g187147-d270546-Reviews-Elysia_by_Inwood_Hotels-Paris_Ile_de_France.html,"35 Rue de Berri, 75008 Paris France",Orly Field,10,mi,5.0,48.8736403,2.3062624
Hotel Dame des Arts,https://www.tripadvisor.com/Hotel_Review-g187147-d1597586-Reviews-Hotel_Dame_des_Arts-Paris_Ile_de_France.html,"4, Rue Danton, 75006 Paris France",Orly Field,9,mi,4.0,48.8527774,2.3422977
Hotel Virgina,https://www.tripadvisor.com/Hotel_Review-g187147-d528643-Reviews-Hotel_Virgina-Paris_Ile_de_France.html,"66 rue du Pere Corentin, 75014 Paris France",Orly Field,7,mi,3.0,48.8240032,2.3275015
Hotel Fabric,https://www.tripadvisor.com/Hotel_Review-g187147-d4340356-Reviews-Hotel_Fabric-Paris_Ile_de_France.html,"31 Rue de la Folie Mericourt, 75011 Paris France",Orly Field,9,mi,4.0,48.8631125,2.3728272
Victoria Palace Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d229528-Reviews-Victoria_Palace_Hotel-Paris_Ile_de_France.html,"6 rue Blaise Desgoffe, 75006 Paris France",Orly Field,8,mi,4.0,48.8458315,2.3243842
Hotel de la Porte Doree,https://www.tripadvisor.com/Hotel_Review-g187147-d472021-Reviews-Hotel_de_la_Porte_Doree-Paris_Ile_de_France.html,"273 avenue Daumesnil, 75012 Paris France",Orly Field,8,mi,3.0,48.8359872,2.4059669
Hotel Caron,https://www.tripadvisor.com/Hotel_Review-g187147-d641585-Reviews-Hotel_Caron-Paris_Ile_de_France.html,"3 rue Caron 04 Arr., 75004 Paris France",Orly Field,9,mi,3.0,48.855068,2.36254
Hotel Raphael,https://www.tripadvisor.com/Hotel_Review-g187147-d189699-Reviews-Hotel_Raphael-Paris_Ile_de_France.html,"17 avenue Kleber, 75116 Paris France",Orly Field,10,mi,5.0,48.8713838,2.2935657
Four Seasons Hotel George V,https://www.tripadvisor.com/Hotel_Review-g187147-d188975-Reviews-Four_Seasons_Hotel_George_V-Paris_Ile_de_France.html,"31, Avenue George V, 75008 Paris France",Orly Field,10,mi,5.0,48.8687939,2.3008419
Palym Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d481361-Reviews-Palym_Hotel-Paris_Ile_de_France.html,"4 rue Emile Gilbert 12th Arr., 75012 Paris France",Orly Field,8,mi,2.0,48.846242,2.373356
Paris Art Hotel Quartier Latin by Malone,https://www.tripadvisor.com/Hotel_Review-g187147-d242973-Reviews-Paris_Art_Hotel_Quartier_Latin_by_Malone-Paris_Ile_de_France.html,"1 rue des Ecoles, 75005 Paris France",Orly Field,8,mi,2.0,48.847458,2.352433
Canopy By Hilton Paris Trocadero,https://www.tripadvisor.com/Hotel_Review-g187147-d21281646-Reviews-Canopy_By_Hilton_Paris_Trocadero-Paris_Ile_de_France.html,"16 Avenue d Eylau, 75116 Paris France",Orly Field,10,mi,4.0,48.871294,2.31023
Hotel Saint Germain,https://www.tripadvisor.com/Hotel_Review-g187147-d239626-Reviews-Hotel_Saint_Germain-Paris_Ile_de_France.html,"88 rue du Bac, 75007 Paris France",Orly Field,9,mi,3.0,48.8547311,2.3242436
Hotel Le Belmont Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d197959-Reviews-Hotel_Le_Belmont_Paris-Paris_Ile_de_France.html,"30 rue de Bassano, 75116 Paris France",Orly Field,10,mi,3.5,48.8692777,2.297804
Hotel Le Cercle - Tour Eiffel,https://www.tripadvisor.com/Hotel_Review-g187147-d570301-Reviews-Hotel_Le_Cercle_Tour_Eiffel-Paris_Ile_de_France.html,"117 avenue de la Bourdonnais, 75007 Paris France",Orly Field,9,mi,3.0,48.8547808,2.3048556
Libertel Gare de l'Est Francais,https://www.tripadvisor.com/Hotel_Review-g187147-d497164-Reviews-Libertel_Gare_de_l_Est_Francais-Paris_Ile_de_France.html,"13 rue du 8 Mai 1945, 75010 Paris France",Orly Field,10,mi,3.0,48.8762547,2.3569836
Le 10 Bis Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d10296011-Reviews-Le_10_Bis_Hotel-Paris_Ile_de_France.html,"10 B rue du Debarcadere, 75017 Paris France",Orly Field,11,mi,4.0,48.878019,2.286737
Hotel de Lille,https://www.tripadvisor.com/Hotel_Review-g187147-d194229-Reviews-Hotel_de_Lille-Paris_Ile_de_France.html,"40 rue de Lille 7th Arrondissement, 75007 Paris France",Orly Field,9,mi,2.0,48.8585071,2.3299199
Off Paris Seine,https://www.tripadvisor.com/Hotel_Review-g187147-d10506106-Reviews-Off_Paris_Seine-Paris_Ile_de_France.html,"86 quai D Austerlitz, 75013 Paris France",Orly Field,8,mi,4.0,48.843242,2.366392
Hotel Acropole,https://www.tripadvisor.com/Hotel_Review-g187147-d197617-Reviews-Hotel_Acropole-Paris_Ile_de_France.html,"199 boulevard Brune 14 Arr., 75014 Paris France",Orly Field,7,mi,3.0,48.823567,2.324888
Citadines Place d'Italie Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d197561-Reviews-Citadines_Place_d_Italie_Paris-Paris_Ile_de_France.html,"18 Place D Italie 13th Arr., 75013 Paris France",Orly Field,7,mi,3.0,48.830632,2.354985
Hotel Le 18 Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d276934-Reviews-Hotel_Le_18_Paris-Paris_Ile_de_France.html,"51 rue Letort 18th Arr., 75018 Paris France",Orly Field,12,mi,4.0,48.896576,2.343635
"Hotel d'Angleterre, Saint Germain des Pres",https://www.tripadvisor.com/Hotel_Review-g187147-d194277-Reviews-Hotel_d_Angleterre_Saint_Germain_des_Pres-Paris_Ile_de_France.html,"44 rue Jacob 06 Arr., 75006 Paris France",Orly Field,9,mi,3.0,48.854777,2.336234
Hotel Westminster,https://www.tripadvisor.com/Hotel_Review-g187147-d197477-Reviews-Hotel_Westminster-Paris_Ile_de_France.html,"13 Rue de la Paix, 75002 Paris France",Orly Field,10,mi,4.0,48.8693321,2.3311085
Hotel Elysees Union,https://www.tripadvisor.com/Hotel_Review-g187147-d229535-Reviews-Hotel_Elysees_Union-Paris_Ile_de_France.html,"44 rue de l Amiral Hamelin, 75116 Paris France",Orly Field,10,mi,3.0,48.8683321,2.2918052
Hotel Beauchamps,https://www.tripadvisor.com/Hotel_Review-g187147-d228858-Reviews-Hotel_Beauchamps-Paris_Ile_de_France.html,"24 rue de Ponthieu Champs-Elysées, 75008 Paris France",Orly Field,10,mi,4.0,48.8708449,2.3092477
Libertel Montmartre Opera,https://www.tripadvisor.com/Hotel_Review-g187147-d228773-Reviews-Libertel_Montmartre_Opera-Paris_Ile_de_France.html,"32 rue Duperre, 75009 Paris France",Orly Field,11,mi,3.0,48.8820719,2.334511
Hotel d'Orsay - Esprit de France,https://www.tripadvisor.com/Hotel_Review-g187147-d235593-Reviews-Hotel_d_Orsay_Esprit_de_France-Paris_Ile_de_France.html,"93 rue de Lille, 75007 Paris France",Orly Field,9,mi,4.0,48.8604294,2.3231028
Hotel Turenne Le Marais,https://www.tripadvisor.com/Hotel_Review-g187147-d636096-Reviews-Hotel_Turenne_Le_Marais-Paris_Ile_de_France.html,"6 rue de Turenne, 75004 Paris France",Orly Field,9,mi,3.0,48.8551075,2.3634342
Hotel Monsieur Aristide,https://www.tripadvisor.com/Hotel_Review-g187147-d23527574-Reviews-Hotel_Monsieur_Aristide-Paris_Ile_de_France.html,"3 rue Aristide Bruant, 75018 Paris France",Orly Field,11,mi,4.0,48.8853224,2.3351075
Le Relais du Louvre,https://www.tripadvisor.com/Hotel_Review-g187147-d222914-Reviews-Le_Relais_du_Louvre-Paris_Ile_de_France.html,"19, Rue des Prêtres-Saint-Germain-l'Auxerrois, 75001 Paris France",Orly Field,9,mi,4.0,48.8592661,2.3410127
Hotel Moderniste,https://www.tripadvisor.com/Hotel_Review-g187147-d23757470-Reviews-Hotel_Moderniste-Paris_Ile_de_France.html,"5 rue de Langeac, 75015 Paris France",Orly Field,8,mi,4.0,48.8357768,2.292328
Hotel Hor Europe,https://www.tripadvisor.com/Hotel_Review-g187147-d3315563-Reviews-Hotel_Hor_Europe-Paris_Ile_de_France.html,"160 Rue la Fayette, 75010 Paris France",Orly Field,10,mi,4.0,48.8793836,2.3576742
La Chambre du Marais,https://www.tripadvisor.com/Hotel_Review-g187147-d10319445-Reviews-La_Chambre_du_Marais-Paris_Ile_de_France.html,"87 rue des Archives, 75003 Paris France",Orly Field,9,mi,4.0,48.8635859,2.3608756
Hotel Palm - Astotel,https://www.tripadvisor.com/Hotel_Review-g187147-d232480-Reviews-Hotel_Palm_Astotel-Paris_Ile_de_France.html,"30 Rue De Maubeuge 9th Arr., 75009 Paris France",Orly Field,10,mi,3.0,48.8775,2.343461
Hotel Signature St Germain des Pres,https://www.tripadvisor.com/Hotel_Review-g187147-d220000-Reviews-Hotel_Signature_St_Germain_des_Pres-Paris_Ile_de_France.html,"5, Rue Chomel, 75007 Paris France",Orly Field,9,mi,4.0,48.8522071,2.3260324
Courtyard by Marriott Paris Gare de Lyon,https://www.tripadvisor.com/Hotel_Review-g187147-d15243992-Reviews-Courtyard_by_Marriott_Paris_Gare_de_Lyon-Paris_Ile_de_France.html,"209 rue de Bercy, 75012 Paris France",Orly Field,8,mi,4.0,48.8450267,2.3713399
Hotel Splendide Royal Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d11724131-Reviews-Hotel_Splendide_Royal_Paris-Paris_Ile_de_France.html,"18 rue du Cirque, 75008 Paris France",Orly Field,10,mi,5.0,48.8709971,2.3153969
Hotel Galileo,https://www.tripadvisor.com/Hotel_Review-g187147-d197576-Reviews-Hotel_Galileo-Paris_Ile_de_France.html,"54 rue Galilee, 75008 Paris France",Orly Field,10,mi,3.0,48.8713712,2.2982201
Hotel Phileas Lazare & Spa,https://www.tripadvisor.com/Hotel_Review-g187147-d603322-Reviews-Hotel_Phileas_Lazare_Spa-Paris_Ile_de_France.html,"24 rue d Amsterdam 09 Arrondissement, 75009 Paris France",Orly Field,10,mi,4.0,48.877825,2.339696
Hotel Bleu de Grenelle,https://www.tripadvisor.com/Hotel_Review-g187147-d239632-Reviews-Hotel_Bleu_de_Grenelle-Paris_Ile_de_France.html,"140 boulevard de Grenelle 15e Arrondissement, 75015 Paris France",Orly Field,9,mi,4.0,48.848608,2.2987232
Hotel des Grandes Ecoles,https://www.tripadvisor.com/Hotel_Review-g187147-d194227-Reviews-Hotel_des_Grandes_Ecoles-Paris_Ile_de_France.html,"75 rue du Cardinal Lemoine, 75005 Paris France",Orly Field,8,mi,3.0,48.8452732,2.3500907
Hotel Belloy Saint-Germain,https://www.tripadvisor.com/Hotel_Review-g187147-d198026-Reviews-Hotel_Belloy_Saint_Germain-Paris_Ile_de_France.html,"2 rue Racine 6th Arr., 75006 Paris France",Orly Field,9,mi,4.0,48.850343,2.342235
Elysa Luxembourg Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d233732-Reviews-Elysa_Luxembourg_Hotel-Paris_Ile_de_France.html,"6 Rue Gay Lussac, 75005 Paris France",Orly Field,8,mi,3.0,48.8462051,2.3409533
Fertel Etoile,https://www.tripadvisor.com/Hotel_Review-g187147-d197515-Reviews-Fertel_Etoile-Paris_Ile_de_France.html,"4 rue des Acacias Metro 1 : Argentine, 75017 Paris France",Orly Field,11,mi,3.0,48.876117,2.28987
Hotel Lord Byron,https://www.tripadvisor.com/Hotel_Review-g187147-d197951-Reviews-Hotel_Lord_Byron-Paris_Ile_de_France.html,"5 rue Chateaubriand, 75008 Paris France",Orly Field,10,mi,4.0,48.873206,2.302304
Hotel Rochechouart,https://www.tripadvisor.com/Hotel_Review-g187147-d233575-Reviews-Hotel_Rochechouart-Paris_Ile_de_France.html,"55 Boulevard de Rochechouart, 75009 Paris France",Orly Field,11,mi,3.5,48.8820434,2.3409384
Hotel Paris Bastille,https://www.tripadvisor.com/Hotel_Review-g187147-d315149-Reviews-Hotel_Paris_Bastille-Paris_Ile_de_France.html,"67 rue de Lyon 12th Arr., 75012 Paris France",Orly Field,9,mi,3.0,48.850933,2.369968
Melia Paris Champs Elysees,https://www.tripadvisor.com/Hotel_Review-g187147-d228847-Reviews-Melia_Paris_Champs_Elysees-Paris_Ile_de_France.html,"102 avenue Victor Hugo Distrito 16, 75116 Paris France",Orly Field,10,mi,4.0,48.868767,2.282889
Hotel Magda Champs-Elysees,https://www.tripadvisor.com/Hotel_Review-g187147-d228809-Reviews-Hotel_Magda_Champs_Elysees-Paris_Ile_de_France.html,"7 rue Troyon, 75017 Paris France",Orly Field,11,mi,3.0,48.8760024,2.2952805
Novotel Paris Gare de Lyon,https://www.tripadvisor.com/Hotel_Review-g187147-d197486-Reviews-Novotel_Paris_Gare_de_Lyon-Paris_Ile_de_France.html,"2 rue Hector Malot, 75012 Paris France",Orly Field,8,mi,4.0,48.845301,2.3752606
Novotel Paris 14 Porte d'Orleans,https://www.tripadvisor.com/Hotel_Review-g187147-d197611-Reviews-Novotel_Paris_14_Porte_d_Orleans-Paris_Ile_de_France.html,"15, 17, 21 Boulevard Romain Rolland, 75014 Paris France",Orly Field,7,mi,4.0,48.8207582,2.3212748
Libertel Austerlitz Jardin des Plantes,https://www.tripadvisor.com/Hotel_Review-g187147-d229587-Reviews-Libertel_Austerlitz_Jardin_des_Plantes-Paris_Ile_de_France.html,"12 boulevard de l Hopital, 75005 Paris France",Orly Field,8,mi,3.0,48.8423771,2.363274
Touring Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d275107-Reviews-Touring_Hotel-Paris_Ile_de_France.html,"21 rue Buffault, 75009 Paris France",Orly Field,10,mi,3.0,48.8760831,2.3421346
Grand Hotel Malher,https://www.tripadvisor.com/Hotel_Review-g187147-d189693-Reviews-Grand_Hotel_Malher-Paris_Ile_de_France.html,"5 rue Malher 4th Arr., 75004 Paris France",Orly Field,9,mi,3.0,48.855703,2.361131
Hotel Central Saint Germain,https://www.tripadvisor.com/Hotel_Review-g187147-d239279-Reviews-Hotel_Central_Saint_Germain-Paris_Ile_de_France.html,"3 rue Champollion, 75005 Paris France",Orly Field,9,mi,3.0,48.849804,2.3429851
Hotel Chavanel,https://www.tripadvisor.com/Hotel_Review-g187147-d5289200-Reviews-Hotel_Chavanel-Paris_Ile_de_France.html,"22 rue Tronchet, 75008 Paris France",Orly Field,10,mi,4.0,48.8721869,2.3262636
Hotel Saint-Marc,https://www.tripadvisor.com/Hotel_Review-g187147-d9865705-Reviews-Hotel_Saint_Marc-Paris_Ile_de_France.html,"36 rue Saint Marc, 75002 Paris France",Orly Field,10,mi,4.0,48.8708032,2.3382303
Hotel La Lanterne & Spa,https://www.tripadvisor.com/Hotel_Review-g187147-d8711122-Reviews-Hotel_La_Lanterne_Spa-Paris_Ile_de_France.html,"12 rue de la Montagne Ste Genevieve, 75005 Paris France",Orly Field,8,mi,4.0,48.848943,2.348533
Hotel Maison Axel Opera Paris,https://www.tripadvisor.com/Hotel_Review-g187147-d259033-Reviews-Hotel_Maison_Axel_Opera_Paris-Paris_Ile_de_France.html,"15 rue de Montyon, 75009 Paris France",Orly Field,10,mi,3.0,48.873053,2.343607
Hotel Eiffel Blomet,https://www.tripadvisor.com/Hotel_Review-g187147-d6395273-Reviews-Hotel_Eiffel_Blomet-Paris_Ile_de_France.html,"78 rue Blomet, 75015 Paris France",Orly Field,8,mi,2.0,48.84159,2.3023811
Hotel les Dames du Pantheon,https://www.tripadvisor.com/Hotel_Review-g187147-d233747-Reviews-Hotel_les_Dames_du_Pantheon-Paris_Ile_de_France.html,"19 Place du Pantheon, 75005 Paris France",Orly Field,8,mi,4.0,48.8457641,2.3448572
Le Relais Des Halles,https://www.tripadvisor.com/Hotel_Review-g187147-d650135-Reviews-Le_Relais_Des_Halles-Paris_Ile_de_France.html,"26 Rue Pierre Lescot, 75001 Paris France",Orly Field,9,mi,4.0,48.8631808,2.3488759
LAZ’ Hotel Spa Urbain,https://www.tripadvisor.com/Hotel_Review-g187147-d12828434-Reviews-LAZ_Hotel_Spa_Urbain-Paris_Ile_de_France.html,"17 rue de Milan, 75009 Paris France",Orly Field,11,mi,4.0,48.8787315,2.3276591
Hotel Helussi,https://www.tripadvisor.com/Hotel_Review-g187147-d6707434-Reviews-Hotel_Helussi-Paris_Ile_de_France.html,"22 B rue de Bellefond, 75009 Paris France",Orly Field,10,mi,3.0,48.8778938,2.3469715
Hotel Regence Etoile,https://www.tripadvisor.com/Hotel_Review-g187147-d264891-Reviews-Hotel_Regence_Etoile-Paris_Ile_de_France.html,"24 avenue Carnot, 75017 Paris France",Orly Field,11,mi,3.0,48.8765584,2.29291
Rochester Champs-Elysees Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d197539-Reviews-Rochester_Champs_Elysees_Hotel-Paris_Ile_de_France.html,"92 rue la Boetie, 75008 Paris France",Orly Field,10,mi,4.0,48.872326,2.309309
Hotel Le 12,https://www.tripadvisor.com/Hotel_Review-g187147-d678590-Reviews-Hotel_Le_12-Paris_Ile_de_France.html,"12 Rue de Vienne, 75008 Paris France",Orly Field,11,mi,4.5,48.8771895,2.3220401
Hotel Alfred Sommier,https://www.tripadvisor.com/Hotel_Review-g187147-d14061298-Reviews-Hotel_Alfred_Sommier-Paris_Ile_de_France.html,"20 rue de l Arcade, 75008 Paris France",Orly Field,10,mi,5.0,48.866789,2.292375
Le Tsuba Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d10521834-Reviews-Le_Tsuba_Hotel-Paris_Ile_de_France.html,"45 rue des Acacias, 75017 Paris France",Orly Field,11,mi,4.0,48.8778081,2.2932308
Sofitel Paris Le Faubourg,https://www.tripadvisor.com/Hotel_Review-g187147-d197531-Reviews-Sofitel_Paris_Le_Faubourg-Paris_Ile_de_France.html,"15, Rue Boissy d'Anglas, 75008 Paris France",Orly Field,10,mi,5.0,48.8683727,2.3214441
Hotel la Nouvelle Republique & Hammam,https://www.tripadvisor.com/Hotel_Review-g187147-d12829774-Reviews-Hotel_la_Nouvelle_Republique_Hammam-Paris_Ile_de_France.html,"9 rue Moret, 75011 Paris France",Orly Field,10,mi,3.0,48.8669491,2.3795228
Timhotel Paris Gare de l'Est,https://www.tripadvisor.com/Hotel_Review-g187147-d233792-Reviews-Timhotel_Paris_Gare_de_l_Est-Paris_Ile_de_France.html,"27 rue des Recollets, 75010 Paris France",Orly Field,10,mi,3.0,48.8748736,2.3601539
Paris j'Adore Hotel & Spa,https://www.tripadvisor.com/Hotel_Review-g187147-d17764705-Reviews-Paris_j_Adore_Hotel_Spa-Paris_Ile_de_France.html,"7 rue Beudant, 75017 Paris France",Orly Field,11,mi,5.0,48.8825339,2.3192606
Maison Albar Hotels - Le Champs-Elysees,https://www.tripadvisor.com/Hotel_Review-g187147-d197501-Reviews-Maison_Albar_Hotels_Le_Champs_Elysees-Paris_Ile_de_France.html,"3 avenue Mac Mahon proche de l'Arc de triomphe et des Champs Elysées, 75017 Paris France",Orly Field,11,mi,4.5,48.88743735,2.3065158812598536
Le Quartier Bercy Square Hotel,https://www.tripadvisor.com/Hotel_Review-g187147-d228723-Reviews-Le_Quartier_Bercy_Square_Hotel-Paris_Ile_de_France.html,"33 boulevard de Reuilly, 75012 Paris France",Orly Field,8,mi,3.0,48.8394667,2.3926955
Hotel de Sevres,https://www.tripadvisor.com/Hotel_Review-g187147-d631256-Reviews-Hotel_de_Sevres-Paris_Ile_de_France.html,"22 rue de l Abbe Gregoire, 75006 Paris France",Orly Field,9,mi,3.0,48.8482715,2.3247459
Hotel L'interlude,https://www.tripadvisor.com/Hotel_Review-g187147-d236589-Reviews-Hotel_L_interlude-Paris_Ile_de_France.html,"258 avenue Daumesnil, 75012 Paris France",Orly Field,8,mi,3.0,48.8363929,2.4036853
